ID,Name,City,Country,IATA,ICAO,LAT,LONG,,,,,,
3605,Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.2076988200,-119.3199997000,1189,-8,A,America/Los_Angeles,airport,OurAirports
3606,Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.2034988400,-72.5623016400,1166,-5,A,America/New_York,airport,OurAirports
3607,San Nicolas Island Nolf Airport,San Nicolas Island,United States,,KNSI,33.2397994995,-119.4580001831,506.00,-8,A,America/Los_Angeles,airport,OurAirports
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.5051994324,-77.3197021484,167,-5,A,America/New_York,airport,OurAirports
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.4466020000,-93.8256000000,258,-6,A,America/Chicago,airport,OurAirports
3610,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984000,-145.4779968000,54,-9,A,America/Anchorage,airport,OurAirports
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8945999146,-76.2012023926,26,-5,A,America/New_York,airport,OurAirports
3612,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.9507999420,-94.0206985474,15,-6,A,America/Chicago,airport,OurAirports
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.1276016200,-81.2021026600,50,-5,A,America/New_York,airport,OurAirports
3614,Hill Air Force Base,Ogden,United States,HIF,KHIF,41.1240300000,-111.9730860000,4789,-7,A,America/Denver,airport,OurAirports
3615,Nome Airport,Nome,United States,OME,PAOM,64.5121994019,-165.4450073242,37,-9,A,America/Anchorage,airport,OurAirports
3616,Scappoose Industrial Airpark,San Luis,United States,,KSPB,45.7709999084,-122.8619995117,58.00,-8,A,America/Los_Angeles,airport,OurAirports
3617,St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.9102001200,-82.6874008200,11,-5,A,America/New_York,airport,OurAirports
3618,Menominee Regional Airport,Macon,United States,MNM,KMNM,45.1267010000,-87.6383970000,625,-6,A,America/Chicago,airport,OurAirports
3619,Conroe-North Houston Regional Airport,Conroe,United States,CXO,KCXO,30.3518010000,-95.4144970000,245,-6,A,America/Chicago,airport,OurAirports
3620,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.1947021500,-148.4649963000,65,-9,A,America/Anchorage,airport,OurAirports
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.5337009430,-98.4698028564,809,-6,A,America/Chicago,airport,OurAirports
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189002991,-77.6724014282,559,-5,A,America/New_York,airport,OurAirports
3623,Patrick Air Force Base,Coco Beach,United States,COF,KCOF,28.2348995209,-80.6100997925,8,-5,A,America/New_York,airport,OurAirports
3624,Teterboro Airport,Teterboro,United States,TEB,KTEB,40.8501014709,-74.0607986450,9,-5,A,America/New_York,airport,OurAirports
3625,Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,44.1450004600,-103.1039963000,3276,-7,A,America/Denver,airport,OurAirports
3626,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.8776016235,-78.7874984741,435,-5,A,America/New_York,airport,OurAirports
3627,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.9024009705,-84.2193984985,1009,-5,A,America/New_York,airport,OurAirports
3628,Kenai Municipal Airport,Kenai,United States,ENA,PAEN,60.5731010437,-151.2449951172,99,-9,A,America/Anchorage,airport,OurAirports
3629,Mc Alester Regional Airport,Mcalester,United States,MLC,KMLC,34.8824010000,-95.7835010000,770,-6,A,America/Chicago,airport,OurAirports
3630,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.1072998047,-78.9461975098,589,-5,A,America/New_York,airport,OurAirports
3631,Coulter Field,Bryan,United States,CFD,KCFD,30.7157001495,-96.3313980103,367,-6,A,America/Chicago,airport,OurAirports
3632,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,LIY,KLHW,31.8890990000,-81.5623030000,45,-5,A,America/New_York,airport,OurAirports
3633,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.1319007900,-76.4929962200,42,-5,A,America/New_York,airport,OurAirports
3634,Esler Regional Airport,Alexandria,United States,ESF,KESF,31.3948993683,-92.2957992554,112,-6,A,America/Chicago,airport,OurAirports
3635,Altus Air Force Base,Altus,United States,LTS,KLTS,34.6670989990,-99.2667007446,1382,-6,A,America/Chicago,airport,OurAirports
3636,Tucson International Airport,Tucson,United States,TUS,KTUS,32.1161003113,-110.9410018921,2643,-7,N,America/Phoenix,airport,OurAirports
3637,Minot Air Force Base,Minot,United States,MIB,KMIB,48.4156000000,-101.3580020000,1667,-6,A,America/Chicago,airport,OurAirports
3638,Beale Air Force Base,Marysville,United States,BAB,KBAB,39.1361007690,-121.4369964600,113,-8,A,America/Los_Angeles,airport,OurAirports
3639,Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.0713996887,-87.8462982178,630,-6,A,America/Chicago,airport,OurAirports
3640,Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.3394012500,-77.9606018100,109,-5,A,America/New_York,airport,OurAirports
3641,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.7326010000,-71.4204030000,55,-5,A,America/New_York,airport,OurAirports
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.3404998779,-75.5102996826,52,-5,A,America/New_York,airport,OurAirports
3643,Rancho Murieta Airport,Rancho Murieta,United States,,KRIU,38.4868011475,-121.1029968262,141.00,-8,A,America/Los_Angeles,airport,OurAirports
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.2006988525,-118.3590011597,778,-8,A,America/Los_Angeles,airport,OurAirports
3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.2123985291,-83.3534011841,645,-5,A,America/New_York,airport,OurAirports
3646,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755001068,-82.5332031250,26,-5,A,America/New_York,airport,OurAirports
3647,Pembina Municipal Airport,Pembina,United States,PMB,KPMB,48.9425010681,-97.2407989502,795,-6,A,America/Chicago,airport,OurAirports
3648,Polk Army Air Field,Fort Polk,United States,POE,KPOE,31.0447998000,-93.1917038000,330,-6,A,America/Chicago,airport,OurAirports
3649,Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,64.6657028200,-147.1020050000,547,-9,A,America/Anchorage,airport,OurAirports
3650,Range Regional Airport,Hibbing,United States,HIB,KHIB,47.3866004900,-92.8389968900,1354,-6,A,America/Chicago,airport,OurAirports
3651,Angelina County Airport,Lufkin,United States,LFK,KLFK,31.2339992523,-94.7500000000,296,-6,A,America/Chicago,airport,OurAirports
3652,Midland International Airport,Midland,United States,MAF,KMAF,31.9424991608,-102.2020034790,2871,-6,A,America/Chicago,airport,OurAirports
3653,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.4850997925,-88.1296005249,695,-6,A,America/Chicago,airport,OurAirports
3654,Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.3030100000,-97.0196342000,777,-6,A,America/Chicago,airport,OurAirports
3655,Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,40.0155983000,-74.5916976900,131,-5,A,America/New_York,airport,OurAirports
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,,KNKT,34.9009017900,-76.8806991600,29.00,-5,A,America/New_York,airport,OurAirports
3657,Emanuel County Airport,Santa Barbara,United States,,KSBO,32.6091003418,-82.3699035645,327.00,-5,A,America/New_York,airport,OurAirports
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.3698997498,-81.9645004272,144,-5,A,America/New_York,airport,OurAirports
3659,Sloulin Field International Airport,Williston,United States,ISN,KISN,48.1778984070,-103.6419982910,1982,-6,A,America/Chicago,airport,OurAirports
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.7294006348,-92.2242965698,262,-6,A,America/Chicago,airport,OurAirports
3661,Stewart International Airport,Newburgh,United States,SWF,KSWF,41.5041007996,-74.1047973633,491,-5,A,America/New_York,airport,OurAirports
3662,Baudette International Airport,Baudette,United States,BDE,KBDE,48.7284011841,-94.6121978760,1086,-6,A,America/Chicago,airport,OurAirports
3663,Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.5125007629,-121.4929962160,24,-8,A,America/Los_Angeles,airport,OurAirports
3664,Homer Airport,Homer,United States,HOM,PAHO,59.6455993652,-151.4770050049,84,-9,A,America/Anchorage,airport,OurAirports
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.7416000400,-92.1407012900,1159,-6,A,America/Chicago,airport,OurAirports
3666,Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,33.9154014600,-84.5162963900,1068,-5,A,America/New_York,airport,OurAirports
3667,Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.6151008606,-117.6559982300,2461,-8,A,America/Los_Angeles,airport,OurAirports
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.3597980000,-84.6710950000,1150,-5,A,America/New_York,airport,OurAirports
3669,Tyndall Air Force Base,Panama City,United States,PAM,KPAM,30.0695991516,-85.5754013062,17,-6,A,America/Chicago,airport,OurAirports
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.8968010000,-97.0380020000,607,-6,A,America/Chicago,airport,OurAirports
3671,Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.1028003693,-80.6453018188,33,-5,A,America/New_York,airport,OurAirports
3672,McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.1376991272,-122.4759979250,322,-8,A,America/Los_Angeles,airport,OurAirports
3673,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.1944999695,-97.6698989868,542,-6,A,America/Chicago,airport,OurAirports
3674,Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.8138010000,-82.9278030000,744,-5,A,America/New_York,airport,OurAirports
3675,Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.3535995483,-87.3954010010,1221,-5,A,America/New_York,airport,OurAirports
3676,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.8110008200,-83.9940033000,981,-5,A,America/New_York,airport,OurAirports
3677,Hood Army Air Field,Fort Hood,United States,HLR,KHLR,31.1387004852,-97.7145004272,924,-6,A,America/Chicago,airport,OurAirports
3678,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.7486970000,-90.3700030000,618,-6,A,America/Chicago,airport,OurAirports
3679,Millville Municipal Airport,Millville,United States,MIV,KMIV,39.3678020000,-75.0721970000,85,-5,A,America/New_York,airport,OurAirports
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.9888000000,-98.4918980000,1019,-6,A,America/Chicago,airport,OurAirports
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,39.1032981900,-84.4186019900,483,-5,A,America/New_York,airport,OurAirports
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367000000,-84.4281010000,1026,-5,A,America/New_York,airport,OurAirports
3683,Castle Airport,Merced,United States,MER,KMER,37.3805007900,-120.5680008000,191,-8,A,America/Los_Angeles,airport,OurAirports
3684,Mc Clellan Airfield,Sacramento,United States,MCC,KMCC,38.6675987200,-121.4010010000,77,-8,A,America/Los_Angeles,airport,OurAirports
3685,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.8807983400,-85.5227966300,794,-5,A,America/New_York,airport,OurAirports
3686,Winkler County Airport,Wink,United States,INK,KINK,31.7796001434,-103.2009963990,2822,-6,A,America/Chicago,airport,OurAirports
3687,Fresno Yosemite International Airport,Fresno,United States,FAT,KFAT,36.7761993408,-119.7180023193,336,-8,A,America/Los_Angeles,airport,OurAirports
3688,Vero Beach Regional Airport,Vero Beach,United States,VRB,KVRB,27.6556000000,-80.4179010000,24,-5,A,America/New_York,airport,OurAirports
3689,Imperial County Airport,Imperial,United States,IPL,KIPL,32.8342018127,-115.5790023800,-54,-8,A,America/Los_Angeles,airport,OurAirports
3690,Nashville International Airport,Nashville,United States,BNA,KBNA,36.1245002747,-86.6781997681,599,-6,A,America/Chicago,airport,OurAirports
3691,Laredo International Airport,Laredo,United States,LRD,KLRD,27.5438003540,-99.4616012573,508,-6,A,America/Chicago,airport,OurAirports
3692,Elmendorf Air Force Base,Anchorage,United States,EDF,PAED,61.2509994507,-149.8070068359,212,-9,A,America/Anchorage,airport,OurAirports
3693,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,66.8846969600,-162.5989990000,14,-9,A,America/Anchorage,airport,OurAirports
3694,Altoona Blair County Airport,Altoona,United States,AOO,KAOO,40.2963981600,-78.3199996900,1503,-5,A,America/New_York,airport,OurAirports
3695,Dyess Air Force Base,Abilene,United States,DYS,KDYS,32.4207992554,-99.8545989990,1789,-6,A,America/Chicago,airport,OurAirports
3696,South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,KELD,33.2210006714,-92.8133010864,277,-6,A,America/Chicago,airport,OurAirports
3697,La Guardia Airport,New York,United States,LGA,KLGA,40.7771987900,-73.8725967400,21,-5,A,America/New_York,airport,OurAirports
3698,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.3964996338,-84.3503036499,81,-5,A,America/New_York,airport,OurAirports
3699,Dupage Airport,West Chicago,United States,DPA,KDPA,41.9077987700,-88.2485961900,759,-6,A,America/Chicago,airport,OurAirports
3700,Waco Regional Airport,Waco,United States,ACT,KACT,31.6112995148,-97.2304992676,516,-6,A,America/Chicago,airport,OurAirports
3701,Augusta State Airport,Augusta,United States,AUG,KAUG,44.3205986023,-69.7973022461,352,-5,A,America/New_York,airport,OurAirports
3702,Hillsboro Municipal Airport,Hillsboro,United States,,KINJ,32.0834999100,-97.0971984900,686.00,-6,A,America/Chicago,airport,OurAirports
3703,Jacksonville Naval Air Station (Towers Field),Jacksonville,United States,NIP,KNIP,30.2358000000,-81.6806030000,21,-5,A,America/New_York,airport,OurAirports
3704,McKellar-Sipes Regional Airport,Jackson,United States,MKL,KMKL,35.5998990000,-88.9156040000,434,-6,A,America/Chicago,airport,OurAirports
3705,Molokai Airport,Molokai,United States,MKK,PHMK,21.1529006958,-157.0959930420,454,-10,N,Pacific/Honolulu,airport,OurAirports
3706,Godman Army Air Field,Fort Knox,United States,FTK,KFTK,37.9071006775,-85.9720993042,756,-5,A,America/New_York,airport,OurAirports
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,United States,,KNCA,34.7084007300,-77.4396972700,26.00,-5,A,America/New_York,airport,OurAirports
3708,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,31.3577003479,-100.4960021973,1919,-6,A,America/Chicago,airport,OurAirports
3709,Calexico International Airport,Calexico,United States,CXL,KCXL,32.6694984436,-115.5130004880,4,-8,A,America/Los_Angeles,airport,OurAirports
3710,Chico Municipal Airport,Chico,United States,CIC,KCIC,39.7953987100,-121.8580017000,240,-8,A,America/Los_Angeles,airport,OurAirports
3711,Burlington International Airport,Burlington,United States,BTV,KBTV,44.4719009399,-73.1532974243,335,-5,A,America/New_York,airport,OurAirports
3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.4941005707,-81.6878967285,30,-5,A,America/New_York,airport,OurAirports
3713,Durango La Plata County Airport,Durango,United States,DRO,KDRO,37.1515007019,-107.7539978030,6685,-7,A,America/Denver,airport,OurAirports
3714,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.9444999700,-77.4558029200,312,-5,A,America/New_York,airport,OurAirports
3715,Easterwood Field,College Station,United States,CLL,KCLL,30.5886001600,-96.3638000500,320,-6,A,America/Chicago,airport,OurAirports
3716,Felts Field,Spokane,United States,SFF,KSFF,47.6828002930,-117.3229980469,1953,-8,A,America/Los_Angeles,airport,OurAirports
3717,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.9472007751,-87.8965988159,723,-6,A,America/Chicago,airport,OurAirports
3718,Abilene Regional Airport,Abilene,United States,ABI,KABI,32.4113006592,-99.6819000244,1791,-6,A,America/Chicago,airport,OurAirports
3719,Columbia Regional Airport,Columbia,United States,COU,KCOU,38.8180999756,-92.2195968628,889,-6,A,America/Chicago,airport,OurAirports
3720,Portland International Airport,Portland,United States,PDX,KPDX,45.5886993400,-122.5979996000,31,-8,A,America/Los_Angeles,airport,OurAirports
3721,Dade Collier Training and Transition Airport,Miami,United States,TNT,KTNT,25.8617992401,-80.8970031738,13,-5,A,America/New_York,airport,OurAirports
3722,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.6832008362,-80.0955963135,19,-5,A,America/New_York,airport,OurAirports
3723,Fort Worth Meacham International Airport,Fort Worth,United States,FTW,KFTW,32.8198010000,-97.3623960000,710,-6,A,America/Chicago,airport,OurAirports
3724,Ogdensburg International Airport,Ogdensburg,United States,OGS,KOGS,44.6819000244,-75.4654998779,297,-5,A,America/New_York,airport,OurAirports
3725,Cape Cod Coast Guard Air Station,Falmouth,United States,FMH,KFMH,41.6584014893,-70.5214004517,131,-5,A,America/New_York,airport,OurAirports
3726,Boeing Field King County International Airport,Seattle,United States,BFI,KBFI,47.5299987793,-122.3020019531,21,-8,A,America/Los_Angeles,airport,OurAirports
